id,date_raw,upc,transfer_type,number,timestamp,operation_type,from_storage,to_storage,storage
4178,1/1/2025 13:52:12,000000000338,Shelf -> Other,1,2025-01-01 13:52:12,TAKEOUT,Shelf,,Shelf
4179,1/1/2025 13:52:20,000000000369,Shelf -> Other,1,2025-01-01 13:52:20,TAKEOUT,Shelf,,Shelf
4180,1/1/2025 13:53:56,000000000109,Shelf -> Other,2,2025-01-01 13:53:56,TAKEOUT,Shelf,,Shelf
4181,1/4/2025 2:54:33,000000000345,Shelf -> Other,1,2025-01-04 02:54:33,TAKEOUT,Shelf,,Shelf
4182,1/4/2025 2:54:44,000000000338,Shelf -> Other,1,2025-01-04 02:54:44,TAKEOUT,Shelf,,Shelf
4183,1/5/2025 5:29:37,000000000437,Shelf -> Other,1,2025-01-05 05:29:37,TAKEOUT,Shelf,,Shelf
4184,1/5/2025 12:56:56,000000000017,Shelf -> Other,5,2025-01-05 12:56:56,TAKEOUT,Shelf,,Shelf
4185,1/5/2025 12:57:3,000000000581,Shelf -> Other,10,2025-01-05 12:57:03,TAKEOUT,Shelf,,Shelf
4186,1/5/2025 12:57:39,000000001014,Shelf -> Other,1,2025-01-05 12:57:39,TAKEOUT,Shelf,,Shelf
4187,1/5/2025 12:58:11,000000000093,Shelf -> Other,2,2025-01-05 12:58:11,TAKEOUT,Shelf,,Shelf
4188,1/5/2025 13:0:12,000000000024,Shelf -> Other,10,2025-01-05 13:00:12,TAKEOUT,Shelf,,Shelf
4189,1/5/2025 13:2:6,000000000062,Shelf -> Other,5,2025-01-05 13:02:06,TAKEOUT,Shelf,,Shelf
4190,1/5/2025 13:3:37,000000000000,Shelf -> Other,1,2025-01-05 13:03:37,TAKEOUT,Shelf,,Shelf
4191,1/5/2025 13:4:8,000000001120,Shelf -> Other,2,2025-01-05 13:04:08,TAKEOUT,Shelf,,Shelf
4192,1/5/2025 13:4:13,000000001137,Shelf -> Other,2,2025-01-05 13:04:13,TAKEOUT,Shelf,,Shelf
4193,1/5/2025 13:5:37,000000000031,Shelf -> Other,1,2025-01-05 13:05:37,TAKEOUT,Shelf,,Shelf
4194,1/5/2025 13:5:44,000000000697,Shelf -> Other,1,2025-01-05 13:05:44,TAKEOUT,Shelf,,Shelf
4195,1/5/2025 13:6:23,000000000741,Shelf -> Other,1,2025-01-05 13:06:23,TAKEOUT,Shelf,,Shelf
4196,1/5/2025 13:7:59,000000000628,Shelf -> Other,1,2025-01-05 13:07:59,TAKEOUT,Shelf,,Shelf
4197,1/5/2025 13:8:4,000000000604,Shelf -> Other,1,2025-01-05 13:08:04,TAKEOUT,Shelf,,Shelf
4198,1/5/2025 13:8:12,000000000642,Shelf -> Other,2,2025-01-05 13:08:12,TAKEOUT,Shelf,,Shelf
4199,1/5/2025 13:8:45,000000000543,Shelf -> Other,1,2025-01-05 13:08:45,TAKEOUT,Shelf,,Shelf
4200,1/6/2025 0:18:11,000000000338,Shelf -> Other,2,2025-01-06 00:18:11,TAKEOUT,Shelf,,Shelf
4201,1/6/2025 4:54:20,000000000451,Shelf -> Other,1,2025-01-06 04:54:20,TAKEOUT,Shelf,,Shelf
4202,1/6/2025 4:54:42,000000001090,Shelf -> Other,1,2025-01-06 04:54:42,TAKEOUT,Shelf,,Shelf
4203,1/6/2025 7:24:9,000000000550,Shelf -> Other,1,2025-01-06 07:24:09,TAKEOUT,Shelf,,Shelf
4204,1/6/2025 19:39:48,000000000840,Shelf -> Other,2,2025-01-06 19:39:48,TAKEOUT,Shelf,,Shelf
4205,1/6/2025 19:48:42,000000000345,Shelf -> Other,1,2025-01-06 19:48:42,TAKEOUT,Shelf,,Shelf
4206,1/6/2025 20:0:10,000000000406,Other -> Shelf,1,2025-01-06 20:00:10,TRANSFER,Other,Shelf,Shelf
4207,1/6/2025 20:18:12,000000001144,Shelf -> Other,4,2025-01-06 20:18:12,TAKEOUT,Shelf,,Shelf
4208,1/6/2025 23:1:9,000000000437,Shelf -> Other,1,2025-01-06 23:01:09,TAKEOUT,Shelf,,Shelf
4209,1/7/2025 15:39:2,000000000116,Shelf -> Other,1,2025-01-07 15:39:02,TAKEOUT,Shelf,,Shelf
4210,1/7/2025 22:59:30,000000000970,Shelf -> Other,1,2025-01-07 22:59:30,TAKEOUT,Shelf,,Shelf
4211,1/7/2025 23:55:2,000000000536,Shelf -> Other,1,2025-01-07 23:55:02,TAKEOUT,Shelf,,Shelf
4212,1/7/2025 23:55:21,000000000451,Shelf -> Other,1,2025-01-07 23:55:21,TAKEOUT,Shelf,,Shelf
4213,1/9/2025 11:38:58,000000000567,Shelf -> Other,1,2025-01-09 11:38:58,TAKEOUT,Shelf,,Shelf
4214,1/10/2025 11:37:15,000000000369,Shelf -> Other,2,2025-01-10 11:37:15,TAKEOUT,Shelf,,Shelf
4215,1/10/2025 13:49:21,000000000369,Shelf -> Other,1,2025-01-10 13:49:21,TAKEOUT,Shelf,,Shelf
4216,1/11/2025 10:29:33,000000000369,Shelf -> Other,1,2025-01-11 10:29:33,TAKEOUT,Shelf,,Shelf
4217,1/11/2025 10:36:14,000000000369,Shelf -> Other,3,2025-01-11 10:36:14,TAKEOUT,Shelf,,Shelf
4218,1/11/2025 10:41:26,000000000369,Shelf -> Other,2,2025-01-11 10:41:26,TAKEOUT,Shelf,,Shelf
4219,1/11/2025 10:41:32,000000000338,Shelf -> Other,2,2025-01-11 10:41:32,TAKEOUT,Shelf,,Shelf
4220,1/11/2025 10:44:49,000000001090,Shelf -> Other,1,2025-01-11 10:44:49,TAKEOUT,Shelf,,Shelf
4221,1/12/2025 9:12:58,000000000338,Shelf -> Other,1,2025-01-12 09:12:58,TAKEOUT,Shelf,,Shelf
4222,1/12/2025 10:33:18,000000000567,Shelf -> Other,1,2025-01-12 10:33:18,TAKEOUT,Shelf,,Shelf
4223,1/12/2025 15:20:29,000000001090,Shelf -> Other,2,2025-01-12 15:20:29,TAKEOUT,Shelf,,Shelf
4224,1/12/2025 15:22:41,000000000369,Shelf -> Other,1,2025-01-12 15:22:41,TAKEOUT,Shelf,,Shelf
4225,1/12/2025 15:36:3,000000001120,Shelf -> Other,2,2025-01-12 15:36:03,TAKEOUT,Shelf,,Shelf
4226,1/13/2025 17:47:37,000000000338,Shelf -> Other,1,2025-01-13 17:47:37,TAKEOUT,Shelf,,Shelf
4227,1/13/2025 22:52:3,000000000369,Shelf -> Other,1,2025-01-13 22:52:03,TAKEOUT,Shelf,,Shelf
4228,1/14/2025 18:17:2,000000001120,Shelf -> Other,1,2025-01-14 18:17:02,TAKEOUT,Shelf,,Shelf
4229,1/14/2025 23:45:44,000000000338,Shelf -> Other,1,2025-01-14 23:45:44,TAKEOUT,Shelf,,Shelf
4230,1/14/2025 23:45:54,000000000567,Shelf -> Other,1,2025-01-14 23:45:54,TAKEOUT,Shelf,,Shelf
4231,1/15/2025 0:21:37,000000000338,Shelf -> Other,2,2025-01-15 00:21:37,TAKEOUT,Shelf,,Shelf
4232,1/15/2025 0:21:41,000000000369,Shelf -> Other,1,2025-01-15 00:21:41,TAKEOUT,Shelf,,Shelf
4233,1/15/2025 8:2:11,000000000338,Shelf -> Other,1,2025-01-15 08:02:11,TAKEOUT,Shelf,,Shelf
4234,1/15/2025 8:54:19,000000001090,Shelf -> Other,1,2025-01-15 08:54:19,TAKEOUT,Shelf,,Shelf
4235,1/16/2025 21:48:42,000000000369,Shelf -> Other,1,2025-01-16 21:48:42,TAKEOUT,Shelf,,Shelf
4236,1/17/2025 20:27:34,000000000451,Delivery -> Cage,5,2025-01-17 20:27:34,RESTOCK,,Cage,Cage
4237,1/17/2025 20:30:8,000000000338,Delivery -> Cage,50,2025-01-17 20:30:08,RESTOCK,,Cage,Cage
4238,1/20/2025 9:25:4,000000001120,Shelf -> Other,1,2025-01-20 09:25:04,TAKEOUT,Shelf,,Shelf
4239,1/20/2025 9:25:36,000000000338,Shelf -> Other,1,2025-01-20 09:25:36,TAKEOUT,Shelf,,Shelf
4240,1/20/2025 19:2:40,000000000017,Shelf -> Other,1,2025-01-20 19:02:40,TAKEOUT,Shelf,,Shelf
4241,1/20/2025 19:2:45,000000001120,Shelf -> Other,1,2025-01-20 19:02:45,TAKEOUT,Shelf,,Shelf
4242,1/20/2025 19:3:33,000000000093,Shelf -> Other,1,2025-01-20 19:03:33,TAKEOUT,Shelf,,Shelf
4243,1/20/2025 19:6:46,000000000031,Shelf -> Other,1,2025-01-20 19:06:46,TAKEOUT,Shelf,,Shelf
4244,1/20/2025 19:9:27,000000000390,Shelf -> Other,1,2025-01-20 19:09:27,TAKEOUT,Shelf,,Shelf
4245,1/20/2025 19:9:32,000000000383,Shelf -> Other,1,2025-01-20 19:09:32,TAKEOUT,Shelf,,Shelf
4246,1/21/2025 8:50:43,000000000369,Shelf -> Other,1,2025-01-21 08:50:43,TAKEOUT,Shelf,,Shelf
4247,1/22/2025 16:24:6,000000000116,Shelf -> Other,1,2025-01-22 16:24:06,TAKEOUT,Shelf,,Shelf
4248,1/22/2025 16:53:34,000000000567,Shelf -> Other,1,2025-01-22 16:53:34,TAKEOUT,Shelf,,Shelf
4249,1/22/2025 16:53:40,000000000550,Shelf -> Other,1,2025-01-22 16:53:40,TAKEOUT,Shelf,,Shelf
4250,1/23/2025 10:20:5,000000000338,Shelf -> Other,1,2025-01-23 10:20:05,TAKEOUT,Shelf,,Shelf
4251,1/23/2025 10:20:22,000000000567,Shelf -> Other,1,2025-01-23 10:20:22,TAKEOUT,Shelf,,Shelf
4252,1/23/2025 10:20:26,000000000574,Shelf -> Other,1,2025-01-23 10:20:26,TAKEOUT,Shelf,,Shelf
4253,1/23/2025 11:2:35,000000000741,Shelf -> Other,1,2025-01-23 11:02:35,TAKEOUT,Shelf,,Shelf
4254,1/24/2025 15:44:21,000000000338,Shelf -> Other,2,2025-01-24 15:44:21,TAKEOUT,Shelf,,Shelf
4255,1/24/2025 15:44:40,000000000369,Shelf -> Other,2,2025-01-24 15:44:40,TAKEOUT,Shelf,,Shelf
4256,1/25/2025 11:56:26,000000000741,Shelf -> Other,1,2025-01-25 11:56:26,TAKEOUT,Shelf,,Shelf
4257,1/25/2025 11:56:32,000000001120,Shelf -> Other,1,2025-01-25 11:56:32,TAKEOUT,Shelf,,Shelf
4258,1/26/2025 1:15:46,000000000338,Shelf -> Other,4,2025-01-26 01:15:46,TAKEOUT,Shelf,,Shelf
4259,1/26/2025 14:48:29,000000000369,Shelf -> Other,1,2025-01-26 14:48:29,TAKEOUT,Shelf,,Shelf
4260,1/27/2025 19:52:1,000000000055,Shelf -> Other,1,2025-01-27 19:52:01,TAKEOUT,Shelf,,Shelf
4261,1/27/2025 19:57:8,000000000215,Shelf -> Other,1,2025-01-27 19:57:08,TAKEOUT,Shelf,,Shelf
4262,1/27/2025 20:5:38,000000000949,Shelf -> Other,1,2025-01-27 20:05:38,TAKEOUT,Shelf,,Shelf
4263,1/27/2025 20:13:20,000000000345,Shelf -> Other,1,2025-01-27 20:13:20,TAKEOUT,Shelf,,Shelf
4264,1/27/2025 20:24:19,000000001090,Shelf -> Other,1,2025-01-27 20:24:19,TAKEOUT,Shelf,,Shelf
4265,1/27/2025 20:26:19,000000001144,Shelf -> Other,2,2025-01-27 20:26:19,TAKEOUT,Shelf,,Shelf
4266,1/27/2025 20:28:42,000000000338,Shelf -> Other,1,2025-01-27 20:28:42,TAKEOUT,Shelf,,Shelf
4267,1/31/2025 5:35:39,000000000567,Shelf -> Other,1,2025-01-31 05:35:39,TAKEOUT,Shelf,,Shelf
4268,1/31/2025 11:35:57,000000000338,Shelf -> Other,2,2025-01-31 11:35:57,TAKEOUT,Shelf,,Shelf
4269,1/31/2025 11:36:4,000000000369,Shelf -> Other,1,2025-01-31 11:36:04,TAKEOUT,Shelf,,Shelf
4270,1/31/2025 11:44:1,000000001137,Shelf -> Other,2,2025-01-31 11:44:01,TAKEOUT,Shelf,,Shelf
4271,1/31/2025 11:48:32,000000000291,Shelf -> Other,1,2025-01-31 11:48:32,TAKEOUT,Shelf,,Shelf
4272,1/31/2025 12:2:22,000000001137,Shelf -> Other,2,2025-01-31 12:02:22,TAKEOUT,Shelf,,Shelf
4273,1/31/2025 12:15:1,000000000550,Shelf -> Other,1,2025-01-31 12:15:01,TAKEOUT,Shelf,,Shelf
4274,1/31/2025 14:23:36,000000001120,Shelf -> Other,1,2025-01-31 14:23:36,TAKEOUT,Shelf,,Shelf
4275,1/31/2025 14:27:21,000000000574,Shelf -> Other,1,2025-01-31 14:27:21,TAKEOUT,Shelf,,Shelf
4276,1/31/2025 21:59:26,000000000369,Shelf -> Other,1,2025-01-31 21:59:26,TAKEOUT,Shelf,,Shelf
4277,2/2/2025 15:48:0,000000000062,Shelf -> Other,1,2025-02-02 15:48:00,TAKEOUT,Shelf,,Shelf
4278,2/2/2025 15:48:24,000000000024,Shelf -> Other,2,2025-02-02 15:48:24,TAKEOUT,Shelf,,Shelf
4279,2/2/2025 17:34:40,000000000383,Shelf -> Other,1,2025-02-02 17:34:40,TAKEOUT,Shelf,,Shelf
4280,2/2/2025 17:36:0,000000000970,Shelf -> Other,1,2025-02-02 17:36:00,TAKEOUT,Shelf,,Shelf
4281,2/3/2025 7:34:31,000000001090,Shelf -> Other,1,2025-02-03 07:34:31,TAKEOUT,Shelf,,Shelf
4282,2/3/2025 7:35:28,000000000369,Shelf -> Other,1,2025-02-03 07:35:28,TAKEOUT,Shelf,,Shelf
4283,2/3/2025 20:38:37,000000000314,Shelf -> Other,1,2025-02-03 20:38:37,TAKEOUT,Shelf,,Shelf
4284,2/3/2025 20:43:11,000000000321,Shelf -> Other,4,2025-02-03 20:43:11,TAKEOUT,Shelf,,Shelf
4285,2/4/2025 1:13:51,000000000338,Shelf -> Other,1,2025-02-04 01:13:51,TAKEOUT,Shelf,,Shelf
4286,2/4/2025 1:13:57,000000000369,Shelf -> Other,1,2025-02-04 01:13:57,TAKEOUT,Shelf,,Shelf
4287,2/4/2025 2:32:38,000000000338,Shelf -> Other,1,2025-02-04 02:32:38,TAKEOUT,Shelf,,Shelf
4288,2/4/2025 4:54:7,000000000109,Shelf -> Other,1,2025-02-04 04:54:07,TAKEOUT,Shelf,,Shelf
4289,2/4/2025 18:32:39,000000000338,Shelf -> Other,1,2025-02-04 18:32:39,TAKEOUT,Shelf,,Shelf
4290,2/4/2025 18:34:2,000000000369,Shelf -> Other,1,2025-02-04 18:34:02,TAKEOUT,Shelf,,Shelf
4291,2/5/2025 15:46:45,000000000116,Cage -> Shelf,2,2025-02-05 15:46:45,TRANSFER,Cage,Shelf,Shelf
4292,2/5/2025 15:47:0,000000000116,Shelf -> Other,1,2025-02-05 15:47:00,TAKEOUT,Shelf,,Shelf
4293,2/5/2025 15:53:53,000000000550,Cage -> Shelf,3,2025-02-05 15:53:53,TRANSFER,Cage,Shelf,Shelf
4294,2/5/2025 15:53:58,000000000567,Cage -> Shelf,3,2025-02-05 15:53:58,TRANSFER,Cage,Shelf,Shelf
4295,2/5/2025 15:54:3,000000000574,Cage -> Shelf,3,2025-02-05 15:54:03,TRANSFER,Cage,Shelf,Shelf
4296,2/5/2025 15:59:31,000000000338,Cage -> Shelf,4,2025-02-05 15:59:31,TRANSFER,Cage,Shelf,Shelf
4297,2/5/2025 16:44:2,000000000550,Shelf -> Other,1,2025-02-05 16:44:02,TAKEOUT,Shelf,,Shelf
4298,2/6/2025 13:12:44,000000000109,Shelf -> Other,3,2025-02-06 13:12:44,TAKEOUT,Shelf,,Shelf
4299,2/6/2025 13:12:54,000000001113,Shelf -> Other,3,2025-02-06 13:12:54,TAKEOUT,Shelf,,Shelf
4300,2/7/2025 18:16:43,000000000338,Shelf -> Other,3,2025-02-07 18:16:43,TAKEOUT,Shelf,,Shelf
4301,2/9/2025 15:13:6,000000000369,Shelf -> Other,1,2025-02-09 15:13:06,TAKEOUT,Shelf,,Shelf
4302,2/10/2025 9:31:50,000000000840,Shelf -> Other,3,2025-02-10 09:31:50,TAKEOUT,Shelf,,Shelf
4303,2/10/2025 9:32:36,000000001120,Shelf -> Other,2,2025-02-10 09:32:36,TAKEOUT,Shelf,,Shelf
4304,2/10/2025 19:8:27,000000001090,Shelf -> Other,2,2025-02-10 19:08:27,TAKEOUT,Shelf,,Shelf
4305,2/10/2025 19:16:46,000000000307,Shelf -> Other,1,2025-02-10 19:16:46,TAKEOUT,Shelf,,Shelf
4306,2/10/2025 19:16:53,000000000314,Shelf -> Other,1,2025-02-10 19:16:53,TAKEOUT,Shelf,,Shelf
4307,2/10/2025 19:18:13,000000000314,Shelf -> Other,1,2025-02-10 19:18:13,TAKEOUT,Shelf,,Shelf
4308,2/10/2025 19:43:18,000000001137,Shelf -> Other,2,2025-02-10 19:43:18,TAKEOUT,Shelf,,Shelf
4309,2/11/2025 7:8:48,000000000338,Shelf -> Other,3,2025-02-11 07:08:48,TAKEOUT,Shelf,,Shelf
4310,2/11/2025 22:57:51,000000000338,Cage -> Shelf,10,2025-02-11 22:57:51,TRANSFER,Cage,Shelf,Shelf
4311,2/11/2025 23:6:16,000000000437,Cage -> Shelf,1,2025-02-11 23:06:16,TRANSFER,Cage,Shelf,Shelf
4312,2/11/2025 23:10:39,000000001137,Cage -> Shelf,5,2025-02-11 23:10:39,TRANSFER,Cage,Shelf,Shelf
4313,2/12/2025 2:48:23,000000000024,Cage -> Shelf,1,2025-02-12 02:48:23,TRANSFER,Cage,Shelf,Shelf
4314,2/12/2025 2:49:58,000000000338,Cage -> Shelf,1,2025-02-12 02:49:58,TRANSFER,Cage,Shelf,Shelf
4315,2/12/2025 2:50:59,000000000437,Cage -> Shelf,1,2025-02-12 02:50:59,TRANSFER,Cage,Shelf,Shelf
4316,2/12/2025 4:51:27,000000001090,Cage -> Shelf,1,2025-02-12 04:51:27,TRANSFER,Cage,Shelf,Shelf
4317,2/13/2025 10:19:19,000000000109,Shelf -> Other,3,2025-02-13 10:19:19,TAKEOUT,Shelf,,Shelf
4318,2/13/2025 19:39:56,000000000369,Shelf -> Other,1,2025-02-13 19:39:56,TAKEOUT,Shelf,,Shelf
4319,2/14/2025 10:32:0,000000000338,Shelf -> Other,1,2025-02-14 10:32:00,TAKEOUT,Shelf,,Shelf
4320,2/14/2025 18:7:40,000000000536,Shelf -> Other,1,2025-02-14 18:07:40,TAKEOUT,Shelf,,Shelf
4321,2/14/2025 18:7:48,000000000451,Shelf -> Other,1,2025-02-14 18:07:48,TAKEOUT,Shelf,,Shelf
4322,2/16/2025 7:16:44,000000000574,Shelf -> Other,1,2025-02-16 07:16:44,TAKEOUT,Shelf,,Shelf
4323,2/17/2025 2:2:51,000000000338,Shelf -> Other,3,2025-02-17 02:02:51,TAKEOUT,Shelf,,Shelf
4324,2/17/2025 19:6:21,000000000024,Shelf -> Other,2,2025-02-17 19:06:21,TAKEOUT,Shelf,,Shelf
4325,2/17/2025 19:7:48,000000000017,Shelf -> Other,2,2025-02-17 19:07:48,TAKEOUT,Shelf,,Shelf
4326,2/17/2025 19:10:39,000000000758,Shelf -> Other,1,2025-02-17 19:10:39,TAKEOUT,Shelf,,Shelf
4327,2/17/2025 19:14:20,000000000369,Shelf -> Other,1,2025-02-17 19:14:20,TAKEOUT,Shelf,,Shelf
4328,2/18/2025 7:15:13,000000000024,Shelf -> Other,2,2025-02-18 07:15:13,TAKEOUT,Shelf,,Shelf
4329,2/18/2025 7:15:59,000000000062,Shelf -> Other,1,2025-02-18 07:15:59,TAKEOUT,Shelf,,Shelf
4330,2/19/2025 18:48:21,000000000567,Shelf -> Other,1,2025-02-19 18:48:21,TAKEOUT,Shelf,,Shelf
4331,2/22/2025 9:18:4,000000000550,Shelf -> Other,1,2025-02-22 09:18:04,TAKEOUT,Shelf,,Shelf
4332,2/25/2025 0:14:20,000000000017,Shelf -> Other,8,2025-02-25 00:14:20,TAKEOUT,Shelf,,Shelf
4333,2/25/2025 0:14:47,000000000017,Shelf -> Other,8,2025-02-25 00:14:47,TAKEOUT,Shelf,,Shelf
4334,2/25/2025 13:13:5,000000001090,Shelf -> Other,3,2025-02-25 13:13:05,TAKEOUT,Shelf,,Shelf
4335,2/27/2025 19:7:28,000000000246,Cage -> Other,1,2025-02-27 19:07:28,TAKEOUT,Cage,,Cage
4336,2/27/2025 19:7:34,000000000284,Cage -> Other,1,2025-02-27 19:07:34,TAKEOUT,Cage,,Cage
4337,2/27/2025 19:7:38,000000000314,Cage -> Other,1,2025-02-27 19:07:38,TAKEOUT,Cage,,Cage
4338,2/27/2025 19:8:8,000000000246,Shelf -> Other,3,2025-02-27 19:08:08,TAKEOUT,Shelf,,Shelf
4339,2/27/2025 19:8:18,000000000314,Shelf -> Other,1,2025-02-27 19:08:18,TAKEOUT,Shelf,,Shelf
4340,2/27/2025 19:8:31,000000000284,Shelf -> Other,1,2025-02-27 19:08:31,TAKEOUT,Shelf,,Shelf
4341,2/27/2025 19:8:54,000000000314,Cage -> Other,4,2025-02-27 19:08:54,TAKEOUT,Cage,,Cage
4342,2/27/2025 19:9:13,000000000314,Cage -> Shelf,1,2025-02-27 19:09:13,TRANSFER,Cage,Shelf,Shelf
4343,2/27/2025 19:9:48,000000000246,Cage -> Shelf,2,2025-02-27 19:09:48,TRANSFER,Cage,Shelf,Shelf
4344,2/27/2025 19:10:20,000000000284,Cage -> Shelf,2,2025-02-27 19:10:20,TRANSFER,Cage,Shelf,Shelf
4345,2/27/2025 19:11:40,000000000000,Shelf -> Other,1,2025-02-27 19:11:40,TAKEOUT,Shelf,,Shelf
4346,2/27/2025 19:13:10,000000000000,Cage -> Shelf,4,2025-02-27 19:13:10,TRANSFER,Cage,Shelf,Shelf
4347,2/27/2025 19:22:39,000000000963,Shelf -> Other,2,2025-02-27 19:22:39,TAKEOUT,Shelf,,Shelf
4348,2/27/2025 19:22:51,000000000963,Cage -> Shelf,2,2025-02-27 19:22:51,TRANSFER,Cage,Shelf,Shelf
4349,2/27/2025 19:23:16,000000000949,Cage -> Other,1,2025-02-27 19:23:16,TAKEOUT,Cage,,Cage
4350,2/28/2025 14:51:4,000000000116,Cage -> Other,1,2025-02-28 14:51:04,TAKEOUT,Cage,,Cage
4351,3/1/2025 3:44:29,000000000369,Shelf -> Other,1,2025-03-01 03:44:29,TAKEOUT,Shelf,,Shelf
4352,3/1/2025 15:9:51,000000000369,Shelf -> Other,1,2025-03-01 15:09:51,TAKEOUT,Shelf,,Shelf
4353,3/2/2025 2:4:13,000000001120,Shelf -> Other,1,2025-03-02 02:04:13,TAKEOUT,Shelf,,Shelf
4354,3/2/2025 2:4:23,000000000840,Shelf -> Other,1,2025-03-02 02:04:23,TAKEOUT,Shelf,,Shelf
4355,3/2/2025 19:32:19,000000000741,Shelf -> Other,1,2025-03-02 19:32:19,TAKEOUT,Shelf,,Shelf
4356,3/3/2025 3:26:42,000000001090,Shelf -> Other,2,2025-03-03 03:26:42,TAKEOUT,Shelf,,Shelf
4357,3/3/2025 20:13:20,000000000789,Shelf -> Other,1,2025-03-03 20:13:20,TAKEOUT,Shelf,,Shelf
4358,3/3/2025 20:15:44,000000000574,Shelf -> Other,2,2025-03-03 20:15:44,TAKEOUT,Shelf,,Shelf
4359,3/3/2025 20:15:50,000000000567,Shelf -> Other,1,2025-03-03 20:15:50,TAKEOUT,Shelf,,Shelf
4360,3/3/2025 20:17:29,000000000550,Shelf -> Other,1,2025-03-03 20:17:29,TAKEOUT,Shelf,,Shelf
4361,3/3/2025 20:18:5,000000000369,Shelf -> Other,1,2025-03-03 20:18:05,TAKEOUT,Shelf,,Shelf
4362,3/3/2025 20:18:13,000000000338,Shelf -> Other,2,2025-03-03 20:18:13,TAKEOUT,Shelf,,Shelf
4363,3/3/2025 20:19:27,000000001144,Shelf -> Other,2,2025-03-03 20:19:27,TAKEOUT,Shelf,,Shelf
4364,3/4/2025 20:32:42,000000000338,Shelf -> Other,1,2025-03-04 20:32:42,TAKEOUT,Shelf,,Shelf
4365,3/4/2025 20:32:49,000000000369,Shelf -> Other,1,2025-03-04 20:32:49,TAKEOUT,Shelf,,Shelf
4366,3/5/2025 11:8:2,000000000567,Shelf -> Other,1,2025-03-05 11:08:02,TAKEOUT,Shelf,,Shelf
4367,3/6/2025 2:45:30,000000000567,Shelf -> Other,1,2025-03-06 02:45:30,TAKEOUT,Shelf,,Shelf
4368,3/6/2025 2:45:42,000000000338,Shelf -> Other,2,2025-03-06 02:45:42,TAKEOUT,Shelf,,Shelf
4369,3/6/2025 2:45:49,000000000345,Shelf -> Other,1,2025-03-06 02:45:49,TAKEOUT,Shelf,,Shelf
4370,3/6/2025 2:45:57,000000000376,Shelf -> Other,1,2025-03-06 02:45:57,TAKEOUT,Shelf,,Shelf
4371,3/6/2025 3:5:30,000000000376,Shelf -> Other,1,2025-03-06 03:05:30,TAKEOUT,Shelf,,Shelf
4372,3/6/2025 3:5:35,000000000369,Shelf -> Other,1,2025-03-06 03:05:35,TAKEOUT,Shelf,,Shelf
4373,3/6/2025 21:21:1,000000000758,Shelf -> Other,1,2025-03-06 21:21:01,TAKEOUT,Shelf,,Shelf
4374,3/6/2025 23:13:58,000000000338,Shelf -> Other,1,2025-03-06 23:13:58,TAKEOUT,Shelf,,Shelf
4375,3/6/2025 23:14:16,000000000383,Shelf -> Other,1,2025-03-06 23:14:16,TAKEOUT,Shelf,,Shelf
4376,3/7/2025 16:50:4,000000000369,Shelf -> Other,1,2025-03-07 16:50:04,TAKEOUT,Shelf,,Shelf
4377,3/7/2025 20:18:6,000000000345,Shelf -> Other,1,2025-03-07 20:18:06,TAKEOUT,Shelf,,Shelf
4378,3/9/2025 14:35:3,000000000017,Shelf -> Other,1,2025-03-09 14:35:03,TAKEOUT,Shelf,,Shelf
4379,3/9/2025 19:48:51,000000000550,Shelf -> Other,1,2025-03-09 19:48:51,TAKEOUT,Shelf,,Shelf
4380,3/10/2025 7:30:6,000000000567,Shelf -> Other,1,2025-03-10 07:30:06,TAKEOUT,Shelf,,Shelf
4381,3/10/2025 11:34:37,000000000062,Shelf -> Other,1,2025-03-10 11:34:37,TAKEOUT,Shelf,,Shelf
4382,3/10/2025 19:45:43,000000000963,Shelf -> Other,2,2025-03-10 19:45:43,TAKEOUT,Shelf,,Shelf
4383,3/10/2025 19:46:19,000000000239,Shelf -> Other,1,2025-03-10 19:46:19,TAKEOUT,Shelf,,Shelf
4384,3/10/2025 19:46:27,000000000253,Shelf -> Other,1,2025-03-10 19:46:27,TAKEOUT,Shelf,,Shelf
4385,3/10/2025 19:47:0,000000000314,Shelf -> Other,1,2025-03-10 19:47:00,TAKEOUT,Shelf,,Shelf
4386,3/10/2025 19:55:26,000000000239,Shelf -> Other,1,2025-03-10 19:55:26,TAKEOUT,Shelf,,Shelf
4387,3/10/2025 19:55:34,000000000246,Shelf -> Other,1,2025-03-10 19:55:34,TAKEOUT,Shelf,,Shelf
4388,3/10/2025 19:56:6,000000000284,Shelf -> Other,1,2025-03-10 19:56:06,TAKEOUT,Shelf,,Shelf
4389,3/11/2025 17:44:23,000000000369,Shelf -> Other,1,2025-03-11 17:44:23,TAKEOUT,Shelf,,Shelf
4390,3/11/2025 23:49:1,000000000437,Cage -> Other,1,2025-03-11 23:49:01,TAKEOUT,Cage,,Cage
4391,3/12/2025 20:35:52,000000000437,Other -> Shelf,1,2025-03-12 20:35:52,TRANSFER,Other,Shelf,Shelf
4392,3/13/2025 9:11:8,000000000567,Shelf -> Other,1,2025-03-13 09:11:08,TAKEOUT,Shelf,,Shelf
4393,3/13/2025 18:2:54,000000000369,Shelf -> Other,1,2025-03-13 18:02:54,TAKEOUT,Shelf,,Shelf
4394,3/15/2025 8:4:12,000000000055,Shelf -> Other,5,2025-03-15 08:04:12,TAKEOUT,Shelf,,Shelf
